,stock_date,company_name,stock_price
220,2021-03-15,SBIN,383.9
221,2021-03-16,SBIN,378.55
222,2021-03-17,SBIN,368.15
223,2021-03-18,SBIN,367.1
224,2021-03-19,SBIN,371.15
225,2021-03-22,SBIN,367.0
226,2021-03-23,SBIN,372.7
227,2021-03-24,SBIN,359.85
228,2021-03-25,SBIN,355.2
229,2021-03-26,SBIN,357.2
230,2021-03-30,SBIN,360.8
231,2021-03-31,SBIN,364.3
232,2021-04-01,SBIN,370.65
233,2021-04-05,SBIN,353.55
234,2021-04-06,SBIN,350.55
235,2021-04-07,SBIN,358.55
236,2021-04-08,SBIN,355.6
237,2021-04-09,SBIN,353.0
238,2021-04-12,SBIN,328.85
239,2021-04-13,SBIN,341.0
240,2021-04-15,SBIN,342.7
241,2021-04-16,SBIN,339.9
242,2021-04-19,SBIN,331.15
243,2021-04-20,SBIN,329.5
244,2021-04-22,SBIN,336.65
245,2021-04-23,SBIN,336.45
246,2021-04-26,SBIN,344.3
247,2021-04-27,SBIN,353.05
248,2021-04-28,SBIN,363.4
249,2021-04-29,SBIN,359.4
250,2021-04-30,SBIN,353.5
0,2020-04-30,WIPRO,190.95
1,2020-05-04,WIPRO,190.05
2,2020-05-05,WIPRO,184.2
3,2020-05-06,WIPRO,187.05
4,2020-05-07,WIPRO,184.1
5,2020-05-08,WIPRO,184.0
6,2020-05-11,WIPRO,184.7
7,2020-05-12,WIPRO,187.05
8,2020-05-13,WIPRO,189.7
9,2020-05-14,WIPRO,186.0
10,2020-05-15,WIPRO,183.8
11,2020-05-18,WIPRO,182.2
12,2020-05-19,WIPRO,184.4
13,2020-05-20,WIPRO,184.95
14,2020-05-21,WIPRO,189.1
15,2020-05-22,WIPRO,189.0
16,2020-05-26,WIPRO,188.8
17,2020-05-27,WIPRO,201.25
18,2020-05-28,WIPRO,199.35
19,2020-05-29,WIPRO,212.8
20,2020-06-01,WIPRO,215.05
21,2020-06-02,WIPRO,215.85
22,2020-06-03,WIPRO,211.35
23,2020-06-04,WIPRO,216.25
24,2020-06-05,WIPRO,218.75
25,2020-06-08,WIPRO,226.45
26,2020-06-09,WIPRO,218.35
27,2020-06-10,WIPRO,217.0
28,2020-06-11,WIPRO,212.9
29,2020-06-12,WIPRO,207.9
30,2020-06-15,WIPRO,213.8
31,2020-06-16,WIPRO,212.4
32,2020-06-17,WIPRO,217.8
33,2020-06-18,WIPRO,218.15
34,2020-06-19,WIPRO,222.05
35,2020-06-22,WIPRO,218.05
36,2020-06-23,WIPRO,220.6
37,2020-06-24,WIPRO,218.2
38,2020-06-25,WIPRO,218.2
39,2020-06-26,WIPRO,225.45
40,2020-06-29,WIPRO,219.7
41,2020-06-30,WIPRO,219.65
42,2020-07-01,WIPRO,219.05
43,2020-07-02,WIPRO,224.2
44,2020-07-03,WIPRO,224.8
45,2020-07-06,WIPRO,222.65
46,2020-07-07,WIPRO,224.9
47,2020-07-08,WIPRO,223.1
48,2020-07-09,WIPRO,221.6
49,2020-07-10,WIPRO,222.1
50,2020-07-13,WIPRO,227.6
51,2020-07-14,WIPRO,225.0
52,2020-07-15,WIPRO,262.75
53,2020-07-16,WIPRO,261.9
54,2020-07-17,WIPRO,261.35
55,2020-07-20,WIPRO,270.8
56,2020-07-21,WIPRO,271.35
57,2020-07-22,WIPRO,266.0
58,2020-07-23,WIPRO,266.6
59,2020-07-24,WIPRO,270.55
60,2020-07-27,WIPRO,268.85
61,2020-07-28,WIPRO,275.45
62,2020-07-29,WIPRO,277.0
63,2020-07-30,WIPRO,284.1
64,2020-07-31,WIPRO,280.95
65,2020-08-03,WIPRO,281.55
66,2020-08-04,WIPRO,281.05
67,2020-08-05,WIPRO,278.2
68,2020-08-06,WIPRO,279.65
69,2020-08-07,WIPRO,277.4
70,2020-08-10,WIPRO,277.4
71,2020-08-11,WIPRO,279.65
72,2020-08-12,WIPRO,276.2
73,2020-08-13,WIPRO,277.0
74,2020-08-14,WIPRO,276.5
75,2020-08-17,WIPRO,281.95
76,2020-08-18,WIPRO,282.7
77,2020-08-19,WIPRO,279.75
78,2020-08-20,WIPRO,274.2
79,2020-08-21,WIPRO,273.35
80,2020-08-24,WIPRO,272.7
81,2020-08-25,WIPRO,269.95
82,2020-08-26,WIPRO,272.05
83,2020-08-27,WIPRO,272.35
84,2020-08-28,WIPRO,272.05
85,2020-08-31,WIPRO,271.3
86,2020-09-01,WIPRO,271.6
87,2020-09-02,WIPRO,273.7
88,2020-09-03,WIPRO,282.85
89,2020-09-04,WIPRO,276.0
90,2020-09-07,WIPRO,278.75
91,2020-09-08,WIPRO,282.55
92,2020-09-09,WIPRO,282.85
93,2020-09-10,WIPRO,284.55
94,2020-09-11,WIPRO,293.3
95,2020-09-14,WIPRO,307.2
96,2020-09-15,WIPRO,307.35
97,2020-09-16,WIPRO,312.15
98,2020-09-17,WIPRO,311.7
99,2020-09-18,WIPRO,316.5
100,2020-09-21,WIPRO,311.9
101,2020-09-22,WIPRO,312.25
102,2020-09-23,WIPRO,314.85
103,2020-09-24,WIPRO,304.7
104,2020-09-25,WIPRO,313.9
105,2020-09-28,WIPRO,311.55
106,2020-09-29,WIPRO,311.5
107,2020-09-30,WIPRO,313.55
108,2020-10-01,WIPRO,313.05
109,2020-10-05,WIPRO,333.95
110,2020-10-06,WIPRO,330.05
111,2020-10-07,WIPRO,335.3
112,2020-10-08,WIPRO,359.45
113,2020-10-09,WIPRO,374.0
114,2020-10-12,WIPRO,377.5
115,2020-10-13,WIPRO,375.95
116,2020-10-14,WIPRO,350.45
117,2020-10-15,WIPRO,341.6
118,2020-10-16,WIPRO,339.65
119,2020-10-19,WIPRO,343.2
120,2020-10-20,WIPRO,346.75
121,2020-10-21,WIPRO,343.45
122,2020-10-22,WIPRO,344.45
123,2020-10-23,WIPRO,342.4
124,2020-10-26,WIPRO,339.8
125,2020-10-27,WIPRO,334.05
126,2020-10-28,WIPRO,335.65
127,2020-10-29,WIPRO,337.45
128,2020-10-30,WIPRO,340.7
129,2020-11-02,WIPRO,334.8
130,2020-11-03,WIPRO,335.65
131,2020-11-04,WIPRO,342.95
132,2020-11-05,WIPRO,345.4
133,2020-11-06,WIPRO,345.75
134,2020-11-09,WIPRO,351.95
135,2020-11-10,WIPRO,342.3
136,2020-11-11,WIPRO,346.75
137,2020-11-12,WIPRO,345.55
138,2020-11-13,WIPRO,344.15
139,2020-11-14,WIPRO,345.45
140,2020-11-17,WIPRO,348.7
141,2020-11-18,WIPRO,345.3
142,2020-11-19,WIPRO,342.6
143,2020-11-20,WIPRO,346.3
144,2020-11-23,WIPRO,355.85
145,2020-11-24,WIPRO,355.5
146,2020-11-25,WIPRO,350.0
147,2020-11-26,WIPRO,354.85
148,2020-11-27,WIPRO,350.5
149,2020-12-01,WIPRO,352.85
150,2020-12-02,WIPRO,358.9
151,2020-12-03,WIPRO,360.3
152,2020-12-04,WIPRO,360.8
153,2020-12-07,WIPRO,358.45
154,2020-12-08,WIPRO,363.7
155,2020-12-09,WIPRO,359.5
156,2020-12-10,WIPRO,355.9
157,2020-12-11,WIPRO,353.5
158,2020-12-14,WIPRO,349.35
159,2020-12-15,WIPRO,352.7
160,2020-12-16,WIPRO,358.4
161,2020-12-17,WIPRO,356.9
162,2020-12-18,WIPRO,363.55
163,2020-12-21,WIPRO,353.95
164,2020-12-22,WIPRO,364.2
165,2020-12-23,WIPRO,385.55
166,2020-12-24,WIPRO,382.2
167,2020-12-28,WIPRO,382.9
168,2020-12-29,WIPRO,385.0
169,2020-12-30,WIPRO,384.4
170,2020-12-31,WIPRO,386.25
171,2021-01-01,WIPRO,388.1
172,2021-01-04,WIPRO,396.4
173,2021-01-05,WIPRO,406.3
174,2021-01-06,WIPRO,406.4
175,2021-01-07,WIPRO,406.75
176,2021-01-08,WIPRO,430.2
177,2021-01-11,WIPRO,446.8
178,2021-01-12,WIPRO,457.7
179,2021-01-13,WIPRO,459.0
180,2021-01-14,WIPRO,454.35
181,2021-01-15,WIPRO,438.55
182,2021-01-18,WIPRO,431.55
183,2021-01-19,WIPRO,430.25
184,2021-01-20,WIPRO,444.95
185,2021-01-21,WIPRO,445.8
186,2021-01-22,WIPRO,444.75
187,2021-01-25,WIPRO,437.25
188,2021-01-27,WIPRO,446.45
189,2021-01-28,WIPRO,431.9
190,2021-01-29,WIPRO,417.9
191,2021-02-01,WIPRO,421.5
192,2021-02-02,WIPRO,428.35
193,2021-02-03,WIPRO,433.5
194,2021-02-04,WIPRO,429.9
195,2021-02-05,WIPRO,425.55
196,2021-02-08,WIPRO,435.3
197,2021-02-09,WIPRO,439.35
198,2021-02-10,WIPRO,439.0
199,2021-02-11,WIPRO,437.0
200,2021-02-12,WIPRO,442.0
201,2021-02-15,WIPRO,439.7
202,2021-02-16,WIPRO,437.55
203,2021-02-17,WIPRO,430.2
204,2021-02-18,WIPRO,432.95
205,2021-02-19,WIPRO,429.95
206,2021-02-22,WIPRO,418.7
207,2021-02-23,WIPRO,415.5
208,2021-02-24,WIPRO,423.1
209,2021-02-25,WIPRO,421.3
210,2021-02-26,WIPRO,410.3
211,2021-03-01,WIPRO,414.4
212,2021-03-02,WIPRO,430.4
213,2021-03-03,WIPRO,435.5
214,2021-03-04,WIPRO,438.8
215,2021-03-05,WIPRO,420.85
216,2021-03-08,WIPRO,416.9
217,2021-03-09,WIPRO,419.2
218,2021-03-10,WIPRO,426.7
219,2021-03-12,WIPRO,425.2
220,2021-03-15,WIPRO,426.35
221,2021-03-16,WIPRO,429.3
222,2021-03-17,WIPRO,419.65
223,2021-03-18,WIPRO,410.15
224,2021-03-19,WIPRO,410.5
225,2021-03-22,WIPRO,414.45
226,2021-03-23,WIPRO,415.5
227,2021-03-24,WIPRO,411.0
228,2021-03-25,WIPRO,399.65
229,2021-03-26,WIPRO,403.9
230,2021-03-30,WIPRO,418.1
231,2021-03-31,WIPRO,414.15
232,2021-04-01,WIPRO,416.4
233,2021-04-05,WIPRO,425.45
234,2021-04-06,WIPRO,427.15
235,2021-04-07,WIPRO,438.0
236,2021-04-08,WIPRO,442.1
237,2021-04-09,WIPRO,450.1
238,2021-04-12,WIPRO,432.6
239,2021-04-13,WIPRO,418.95
240,2021-04-15,WIPRO,430.7
241,2021-04-16,WIPRO,469.2
242,2021-04-19,WIPRO,472.75
243,2021-04-20,WIPRO,470.1
244,2021-04-22,WIPRO,486.65
245,2021-04-23,WIPRO,475.7
246,2021-04-26,WIPRO,480.3
247,2021-04-27,WIPRO,485.05
248,2021-04-28,WIPRO,489.3
249,2021-04-29,WIPRO,489.85
250,2021-04-30,WIPRO,492.75
